countyfips,year,month,pdsi,spei,drought_vals,Water Level Depth,date
8017,2005,11,-0.38,-1.27,1.0,,2005-11-01
8017,2005,12,-0.53,0.02,1.0,,2005-12-01
8017,2006,1,-0.67,0.46,1.0,,2006-01-01
8017,2006,2,-0.96,-0.72,1.0,,2006-02-01
8017,2006,3,-1.24,-0.23,1.75,,2006-03-01
8017,2006,4,-2.15,-1.86,2.5,,2006-04-01
8017,2006,5,-3.33,-1.19,3.0,,2006-05-01
8017,2006,6,-4.14,-0.75,3.75,,2006-06-01
8017,2006,7,-1.56,0.32,3.25,,2006-07-01
8017,2006,8,-0.9,0.49,3.0,,2006-08-01
8017,2006,9,1.54,1.18,2.25,,2006-09-01
8017,2006,10,2.37,1.37,1.8,,2006-10-01
8017,2006,11,1.74,-1.15,1.0,,2006-11-01
8017,2006,12,2.87,2.33,0.75,,2006-12-01
8017,2007,1,2.84,0.91,0.0,,2007-01-01
8017,2007,2,1.68,0.29,0.0,,2007-02-01
8017,2007,3,0.82,-1.06,0.0,,2007-03-01
8017,2007,4,1.35,0.73,0.0,,2007-04-01
8017,2007,5,1.17,0.37,0.0,,2007-05-01
8017,2007,6,1.11,-0.65,0.0,,2007-06-01
8017,2007,7,-0.44,-0.47,1.0,,2007-07-01
8017,2007,8,-0.1,0.23,1.0,,2007-08-01
8017,2007,9,-0.45,-0.29,1.0,,2007-09-01
8017,2007,10,-0.81,-0.72,1.0,,2007-10-01
8017,2007,11,-1.33,-1.01,1.0,,2007-11-01
8017,2007,12,0.69,1.0,1.0,,2007-12-01
8017,2008,1,0.18,-0.6,1.0,,2008-01-01
8017,2008,2,0.16,0.12,1.0,,2008-02-01
8017,2008,3,-0.53,-0.79,1.0,,2008-03-01
8017,2008,4,-0.72,-0.25,1.8,,2008-04-01
8017,2008,5,-1.53,-1.07,2.25,,2008-05-01
8017,2008,6,-2.14,-0.34,2.5,,2008-06-01
8017,2008,7,-2.54,0.06,3.0,,2008-07-01
8017,2008,8,1.9,2.02,2.5,,2008-08-01
8017,2008,9,1.43,0.0,2.0,,2008-09-01
8017,2008,10,2.16,1.84,1.25,,2008-10-01
8017,2008,11,0.92,-0.52,1.0,,2008-11-01
8017,2008,12,0.88,-0.03,1.0,,2008-12-01
8017,2009,1,0.49,-0.84,1.0,,2009-01-01
8017,2009,2,0.21,-0.18,1.0,,2009-02-01
8017,2009,3,-0.25,-0.44,1.0,,2009-03-01
8017,2009,4,0.28,0.7,1.0,,2009-04-01
8017,2009,5,-0.14,-0.73,1.0,,2009-05-01
8017,2009,6,0.32,0.36,0.6,,2009-06-01
8017,2009,7,1.09,2.09,0.0,,2009-07-01
8017,2009,8,0.84,0.01,0.0,,2009-08-01
8017,2009,9,1.87,0.74,0.0,,2009-09-01
8017,2009,10,3.35,1.5,0.0,,2009-10-01
8017,2009,11,2.87,-0.52,0.0,,2009-11-01
8017,2009,12,2.76,1.1,0.0,,2009-12-01
8017,2010,1,2.35,-0.35,0.0,,2010-01-01
8017,2010,2,2.42,0.38,0.0,,2010-02-01
8017,2010,3,2.75,1.11,0.0,,2010-03-01
8017,2010,4,1.57,0.68,0.0,,2010-04-01
8017,2010,5,0.96,-0.04,0.0,,2010-05-01
8017,2010,6,0.57,-0.97,0.0,,2010-06-01
8017,2010,7,1.52,0.51,0.0,,2010-07-01
8017,2010,8,1.96,0.43,0.0,,2010-08-01
8017,2010,9,-0.66,-0.91,0.25,,2010-09-01
8017,2010,10,-1.04,-0.76,1.0,,2010-10-01
8017,2010,11,-1.32,-0.86,1.8,,2010-11-01
8017,2010,12,-1.39,-0.78,2.0,,2010-12-01
8017,2011,1,-1.37,-0.01,2.0,186.8,2011-01-01
8017,2011,2,-1.14,0.23,2.0,,2011-02-01
8017,2011,3,-1.6,-0.19,3.0,,2011-03-01
8017,2011,4,-1.22,0.02,3.0,,2011-04-01
8017,2011,5,-0.83,0.15,3.0,,2011-05-01
8017,2011,6,-1.46,-0.38,2.75,,2011-06-01
8017,2011,7,-1.48,-0.42,3.0,,2011-07-01
8017,2011,8,-2.43,-0.26,2.6,,2011-08-01
8017,2011,9,-2.37,0.06,2.0,,2011-09-01
8017,2011,10,-2.03,-0.12,2.0,,2011-10-01
8017,2011,11,-1.98,-0.05,2.0,,2011-11-01
8017,2011,12,-1.44,0.88,2.0,,2011-12-01
8017,2012,1,-1.68,-1.29,2.0,,2012-01-01
8017,2012,2,-1.04,0.55,2.0,,2012-02-01
8017,2012,3,-2.28,-1.71,2.0,,2012-03-01
8017,2012,4,-2.5,0.31,2.0,,2012-04-01
8017,2012,5,-3.7,-1.88,1.2,,2012-05-01
8017,2012,6,-5.04,-1.96,3.0,,2012-06-01
8017,2012,7,-5.45,-1.42,4.4,,2012-07-01
8017,2012,8,-6.27,-0.86,5.0,,2012-08-01
8017,2012,9,-5.92,-0.61,5.0,,2012-09-01
8017,2012,10,-5.57,-0.04,5.0,,2012-10-01
8017,2012,11,-5.82,-2.57,5.0,,2012-11-01
8017,2012,12,-5.21,0.11,5.0,,2012-12-01
8017,2013,1,-4.97,-0.61,5.0,,2013-01-01
8017,2013,2,-4.41,0.24,5.0,,2013-02-01
8017,2013,3,-4.06,0.42,5.0,,2013-03-01
8017,2013,4,-3.79,-0.19,5.0,,2013-04-01
8017,2013,5,-4.2,-0.59,5.0,,2013-05-01
8017,2013,6,-4.87,-1.05,5.0,,2013-06-01
8017,2013,7,-4.61,0.28,5.0,,2013-07-01
8017,2013,8,-4.14,0.22,4.0,,2013-08-01
8017,2013,9,-2.42,1.15,4.0,,2013-09-01
8017,2013,10,-2.24,0.08,4.0,,2013-10-01
8017,2013,11,-2.19,-0.46,4.0,,2013-11-01
8017,2013,12,-2.28,-0.85,4.0,,2013-12-01
8017,2014,1,-1.98,0.87,4.0,,2014-01-01
8017,2014,2,-1.72,0.82,4.0,,2014-02-01
8017,2014,3,-2.06,-0.72,4.0,,2014-03-01
8017,2014,4,-2.22,-0.83,4.0,,2014-04-01
8017,2014,5,-2.67,-1.2,4.0,,2014-05-01
8017,2014,6,-1.64,0.22,4.0,,2014-06-01
8017,2014,7,0.42,0.29,4.0,,2014-07-01
8017,2014,8,0.77,0.4,3.0,,2014-08-01
8017,2014,9,0.55,-0.11,3.0,,2014-09-01
8017,2014,10,0.01,0.4,3.0,,2014-10-01
8017,2014,11,-0.15,-0.14,3.0,,2014-11-01
8017,2014,12,0.49,1.37,3.0,,2014-12-01
8017,2015,1,0.11,-0.13,3.0,,2015-01-01
8017,2015,2,0.55,1.05,3.0,,2015-02-01
8017,2015,3,-0.74,-1.15,3.0,,2015-03-01
8017,2015,4,-0.28,0.24,3.0,,2015-04-01
8017,2015,5,2.73,2.65,1.5,,2015-05-01
8017,2015,6,3.23,0.02,0.0,,2015-06-01
8017,2015,7,3.59,0.27,0.0,,2015-07-01
8017,2015,8,3.41,-0.49,0.0,,2015-08-01
8017,2015,9,2.42,-1.62,0.4,,2015-09-01
8017,2015,10,2.72,0.46,1.0,,2015-10-01
8017,2015,11,2.85,0.66,0.0,,2015-11-01
8017,2015,12,2.62,-0.88,0.0,,2015-12-01
8017,2016,1,2.19,-1.0,0.0,,2016-01-01
8017,2016,2,2.05,0.32,0.0,,2016-02-01
8017,2016,3,1.31,-1.03,0.6,,2016-03-01
8017,2016,4,2.44,1.7,1.25,,2016-04-01
8017,2016,5,1.08,-0.1,0.0,,2016-05-01
8017,2016,6,1.26,-0.71,0.0,,2016-06-01
8017,2016,7,1.15,-0.29,0.0,,2016-07-01
8017,2016,8,-0.02,-0.11,0.0,,2016-08-01
8017,2016,9,-0.55,-0.13,0.75,,2016-09-01
8017,2016,10,-1.23,-1.97,1.0,,2016-10-01
8017,2016,11,-1.7,-1.71,2.0,,2016-11-01
8017,2016,12,-1.39,0.54,3.0,,2016-12-01
8019,2000,1,-0.72,0.9,0.5,,2000-01-01
8019,2000,2,-0.69,0.06,0.0,,2000-02-01
8019,2000,3,-0.41,0.41,0.0,,2000-03-01
8019,2000,4,-0.8,-0.44,0.0,,2000-04-01
8019,2000,5,-1.46,-0.97,0.0,,2000-05-01
8019,2000,6,-2.1,-0.15,0.75,,2000-06-01
8019,2000,7,-2.76,-0.74,1.0,,2000-07-01
8019,2000,8,-2.65,0.69,1.0,,2000-08-01
8019,2000,9,-2.21,0.36,1.0,,2000-09-01
8019,2000,10,-2.17,-0.92,1.4,,2000-10-01
8019,2000,11,-1.94,-0.1,0.75,,2000-11-01
8019,2000,12,-1.85,0.21,0.0,,2000-12-01
8019,2001,1,-1.91,-0.64,0.0,,2001-01-01
8019,2001,2,-1.81,0.22,0.0,,2001-02-01
8019,2001,3,-1.89,0.36,0.0,,2001-03-01
8019,2001,4,-1.92,-0.34,0.0,,2001-04-01
8019,2001,5,-1.46,0.09,0.0,,2001-05-01
8019,2001,6,-1.94,-0.86,0.0,,2001-06-01
8019,2001,7,-1.75,0.47,0.2,,2001-07-01
8019,2001,8,-1.82,0.15,0.0,,2001-08-01
8019,2001,9,-1.72,-0.06,0.0,,2001-09-01
8019,2001,10,-2.0,-0.94,0.0,,2001-10-01
8019,2001,11,-1.93,-0.1,0.0,,2001-11-01
8019,2001,12,-2.21,-0.54,0.0,,2001-12-01
8019,2002,1,-2.3,0.12,0.8,,2002-01-01
8019,2002,2,-2.53,-0.83,2.0,,2002-02-01
8019,2002,3,-2.76,-0.81,2.75,,2002-03-01
8019,2002,4,-3.93,-3.09,3.0,,2002-04-01
8019,2002,5,-4.84,-0.54,3.5,,2002-05-01
8019,2002,6,-5.79,-1.52,3.0,,2002-06-01
8019,2002,7,-7.04,-1.58,3.4,,2002-07-01
8019,2002,8,-7.0,-0.58,4.0,,2002-08-01
8019,2002,9,-6.41,0.84,4.0,,2002-09-01
8019,2002,10,-5.37,0.76,4.0,,2002-10-01
8019,2002,11,-4.93,0.37,4.0,,2002-11-01
8019,2002,12,-4.99,-1.6,4.0,,2002-12-01
8019,2003,1,-5.1,-0.95,4.0,,2003-01-01
8019,2003,2,-4.61,1.0,4.0,,2003-02-01
8019,2003,3,-3.18,2.84,3.5,,2003-03-01
8019,2003,4,-2.8,-0.17,2.8,,2003-04-01
8019,2003,5,-2.82,-0.74,2.5,,2003-05-01
8019,2003,6,-1.91,0.79,2.0,,2003-06-01
8019,2003,7,-2.35,-1.76,2.2,,2003-07-01
8019,2003,8,-2.04,0.74,2.0,,2003-08-01
8019,2003,9,-2.21,0.24,1.2,,2003-09-01
8019,2003,10,-2.84,-2.01,1.0,,2003-10-01
8019,2003,11,-2.54,0.22,1.0,,2003-11-01
8019,2003,12,-2.5,-0.37,1.0,,2003-12-01
8019,2004,1,-2.52,0.02,1.0,,2004-01-01
8019,2004,2,-2.27,0.62,1.0,,2004-02-01
8019,2004,3,-3.3,-1.52,1.4,,2004-03-01
8019,2004,4,-3.11,0.64,2.0,,2004-04-01
8019,2004,5,-3.9,-1.53,2.0,,2004-05-01
8019,2004,6,0.19,1.29,2.2,,2004-06-01
8019,2004,7,0.19,0.49,2.0,,2004-07-01
8019,2004,8,0.6,0.38,2.0,,2004-08-01
8019,2004,9,0.94,0.5,2.0,,2004-09-01
8019,2004,10,0.97,0.59,2.0,,2004-10-01
8019,2004,11,1.3,0.99,1.8,,2004-11-01
8019,2004,12,0.93,-0.59,1.0,,2004-12-01
8019,2005,1,1.07,1.16,1.0,,2005-01-01
8019,2005,2,0.69,-1.21,0.25,,2005-02-01
8019,2005,3,0.38,-0.06,0.2,,2005-03-01
8019,2005,4,0.64,0.48,0.25,,2005-04-01
8019,2005,5,0.02,-1.05,0.0,,2005-05-01
8019,2005,6,0.91,0.94,0.0,,2005-06-01
8019,2005,7,-0.66,-2.16,0.0,,2005-07-01
8019,2005,8,-0.53,0.53,0.2,,2005-08-01
8019,2005,9,-1.18,-0.37,0.0,,2005-09-01
8019,2005,10,0.97,0.48,0.0,,2005-10-01
8019,2005,11,-0.15,0.56,0.0,,2005-11-01
8019,2005,12,-0.09,0.54,0.0,,2005-12-01
8019,2006,1,-0.29,0.29,0.0,,2006-01-01
8019,2006,2,-0.56,-0.51,0.0,,2006-02-01
8019,2006,3,-0.66,0.09,0.0,,2006-03-01
8019,2006,4,-1.72,-1.72,0.0,,2006-04-01
8019,2006,5,-2.97,-1.14,0.2,,2006-05-01
8019,2006,6,-4.3,-1.99,2.75,,2006-06-01
8019,2006,7,-4.24,1.43,2.25,,2006-07-01
8019,2006,8,-4.0,0.18,2.0,,2006-08-01
8019,2006,9,-3.28,0.92,1.25,,2006-09-01
8019,2006,10,-2.25,1.4,1.0,,2006-10-01
8019,2006,11,-2.38,0.0,1.0,,2006-11-01
8019,2006,12,-1.4,1.59,0.75,,2006-12-01
8019,2007,1,-1.03,0.88,0.0,,2007-01-01
8019,2007,2,-0.89,0.27,0.0,,2007-02-01
8019,2007,3,-1.31,-0.08,0.0,,2007-03-01
8019,2007,4,-0.98,0.5,0.0,,2007-04-01
8019,2007,5,-1.1,0.08,0.0,,2007-05-01
8019,2007,6,-1.59,-0.99,0.0,,2007-06-01
8019,2007,7,-1.75,-0.64,0.0,,2007-07-01
8019,2007,8,-1.13,0.52,0.25,,2007-08-01
8019,2007,9,-1.2,-0.16,0.0,,2007-09-01
8019,2007,10,-1.09,-0.09,0.0,,2007-10-01
8019,2007,11,-1.69,-1.34,0.0,,2007-11-01
8019,2007,12,-0.94,1.51,0.0,,2007-12-01
8019,2008,1,-0.94,0.5,0.0,,2008-01-01
8019,2008,2,-0.75,0.94,0.0,,2008-02-01
8019,2008,3,-1.03,0.16,0.0,,2008-03-01
8019,2008,4,-1.3,-0.34,0.0,,2008-04-01
8019,2008,5,-1.58,0.54,0.0,,2008-05-01
8019,2008,6,-1.95,-0.8,0.5,,2008-06-01
8019,2008,7,-2.73,-1.16,1.0,,2008-07-01
8019,2008,8,-1.09,1.28,1.5,,2008-08-01
8019,2008,9,-0.92,0.39,1.0,,2008-09-01
8019,2008,10,-0.99,-0.14,1.0,,2008-10-01
8019,2008,11,-1.42,-0.59,1.0,,2008-11-01
8019,2008,12,-1.2,0.69,1.0,,2008-12-01
8019,2009,1,-1.14,0.38,1.0,,2009-01-01
8019,2009,2,-1.48,-0.84,1.0,,2009-02-01
8019,2009,3,-2.03,-0.49,2.0,,2009-03-01
8019,2009,4,0.7,1.02,1.0,,2009-04-01
8019,2009,5,0.31,0.09,0.75,,2009-05-01
8019,2009,6,1.45,1.18,0.0,,2009-06-01
8019,2009,7,2.24,0.16,0.0,,2009-07-01
8019,2009,8,2.03,-1.54,0.0,,2009-08-01
8019,2009,9,2.11,0.29,0.0,,2009-09-01
8019,2009,10,3.15,1.27,0.0,,2009-10-01
8019,2009,11,2.68,-0.62,0.0,,2009-11-01
8019,2009,12,2.76,-0.14,0.0,,2009-12-01
8019,2010,1,2.34,-0.85,0.25,,2010-01-01
8019,2010,2,2.4,0.17,1.0,,2010-02-01
8019,2010,3,2.41,0.29,0.8,,2010-03-01
8019,2010,4,2.91,0.29,0.5,,2010-04-01
8019,2010,5,2.62,0.17,0.0,,2010-05-01
8019,2010,6,2.92,0.81,0.8,,2010-06-01
8019,2010,7,3.21,0.09,1.0,,2010-07-01
8019,2010,8,3.11,0.02,0.0,,2010-08-01
8019,2010,9,1.93,-1.7,1.25,,2010-09-01
8019,2010,10,1.82,0.44,2.0,,2010-10-01
8019,2010,11,1.67,0.06,2.0,,2010-11-01
8019,2010,12,1.55,0.19,2.0,,2010-12-01
8019,2011,1,1.39,0.49,2.0,,2011-01-01
8019,2011,2,1.51,0.76,2.0,,2011-02-01
8019,2011,3,0.79,-0.03,2.0,,2011-03-01
8019,2011,4,0.77,0.38,2.25,,2011-04-01
8019,2011,5,1.72,0.93,1.4,,2011-05-01
8019,2011,6,1.47,-0.35,0.25,,2011-06-01
8019,2011,7,2.54,1.3,0.0,,2011-07-01
8019,2011,8,2.19,-0.81,0.0,,2011-08-01
8019,2011,9,2.01,0.14,0.0,,2011-09-01
8019,2011,10,2.3,0.72,0.0,,2011-10-01
8019,2011,11,2.07,-0.25,0.0,,2011-11-01
8019,2011,12,1.92,0.23,0.0,,2011-12-01
8019,2012,1,1.47,0.15,0.8,,2012-01-01
8019,2012,2,1.85,1.34,1.0,,2012-02-01
8019,2012,3,-1.42,-2.72,1.25,,2012-03-01
8019,2012,4,-2.21,-1.39,3.0,,2012-04-01
8019,2012,5,-3.27,-0.58,3.0,,2012-05-01
8019,2012,6,-4.66,-2.09,3.25,,2012-06-01
8019,2012,7,-4.6,1.51,4.0,,2012-07-01
8019,2012,8,-5.66,-0.81,4.0,,2012-08-01
8019,2012,9,-5.29,0.08,3.0,,2012-09-01
8019,2012,10,-4.84,-0.32,3.0,,2012-10-01
8019,2012,11,-5.25,-1.91,3.0,,2012-11-01
8019,2012,12,-4.89,0.13,3.0,,2012-12-01
8019,2013,1,-4.98,-0.77,3.6,,2013-01-01
8019,2013,2,-4.63,0.49,4.0,,2013-02-01
8019,2013,3,-4.56,0.17,4.0,,2013-03-01
8019,2013,4,-3.82,0.7,3.0,,2013-04-01
8019,2013,5,-3.72,0.69,2.0,,2013-05-01
8019,2013,6,-4.37,-1.72,2.0,,2013-06-01
8019,2013,7,-4.28,0.46,2.0,,2013-07-01
8019,2013,8,-0.08,0.81,2.0,,2013-08-01
8019,2013,9,2.69,2.55,1.25,,2013-09-01
8019,2013,10,3.13,0.33,0.0,,2013-10-01
8019,2013,11,2.65,-0.33,0.0,,2013-11-01
8019,2013,12,2.44,0.07,0.0,,2013-12-01
8019,2014,1,2.97,1.91,0.0,,2014-01-01
8019,2014,2,3.24,0.79,0.0,,2014-02-01
8019,2014,3,3.16,0.45,0.0,,2014-03-01
8019,2014,4,2.71,-0.3,0.0,,2014-04-01
8019,2014,5,3.13,0.95,0.0,,2014-05-01
8019,2014,6,3.12,-0.85,0.0,,2014-06-01
8019,2014,7,4.13,0.94,0.0,,2014-07-01
8019,2014,8,4.83,0.33,0.0,,2014-08-01
8019,2014,9,5.22,0.67,0.0,,2014-09-01
8019,2014,10,4.62,-0.64,0.0,,2014-10-01
8019,2014,11,4.47,0.68,0.0,,2014-11-01
8019,2014,12,4.47,0.7,0.0,,2014-12-01
8019,2015,1,3.96,-0.32,0.0,,2015-01-01
8019,2015,2,4.38,1.84,0.0,,2015-02-01
8019,2015,3,3.45,-1.23,0.0,,2015-03-01
8019,2015,4,3.73,0.48,0.0,,2015-04-01
8019,2015,5,5.9,1.79,0.0,,2015-05-01
8019,2015,6,5.84,0.19,0.0,,2015-06-01
8019,2015,7,5.91,0.6,0.0,,2015-07-01
8019,2015,8,5.38,-1.41,0.0,,2015-08-01
8019,2015,9,4.07,-2.12,0.4,,2015-09-01
8019,2015,10,3.95,0.19,1.0,,2015-10-01
8019,2015,11,4.23,1.39,1.0,,2015-11-01
8019,2015,12,4.24,0.48,0.0,,2015-12-01
8019,2016,1,3.87,-0.19,0.0,,2016-01-01
8019,2016,2,3.86,0.44,0.0,,2016-02-01
8019,2016,3,3.9,0.87,0.0,,2016-03-01
8019,2016,4,4.29,0.58,0.0,,2016-04-01
8019,2016,5,4.23,-0.08,0.0,,2016-05-01
8019,2016,6,-0.13,-0.44,0.0,,2016-06-01
8019,2016,7,-0.36,-1.43,0.5,,2016-07-01
8019,2016,8,-0.49,0.37,1.0,,2016-08-01
8019,2016,9,-1.15,-1.08,1.0,,2016-09-01
8019,2016,10,-1.71,-1.4,1.25,,2016-10-01
8019,2016,11,-2.26,-0.93,2.0,,2016-11-01
8019,2016,12,-1.91,1.33,2.0,,2016-12-01
8021,2000,1,-1.97,-0.31,0.75,,2000-01-01
8021,2000,2,-2.08,-0.31,0.8,,2000-02-01
8021,2000,3,-0.85,1.17,0.0,,2000-03-01
8021,2000,4,-1.26,-0.45,0.0,,2000-04-01
8021,2000,5,-1.91,-1.73,0.0,,2000-05-01
8021,2000,6,-2.1,0.13,1.0,,2000-06-01
8021,2000,7,-2.63,-0.6,2.0,,2000-07-01
8021,2000,8,-2.59,-0.28,1.4,,2000-08-01
8021,2000,9,-2.92,-1.05,1.0,,2000-09-01
8021,2000,10,0.66,1.16,1.4,,2000-10-01
8021,2000,11,-0.29,-0.13,0.25,,2000-11-01
8021,2000,12,-0.69,-0.6,0.0,,2000-12-01
8021,2001,1,0.09,0.86,0.0,,2001-01-01
8021,2001,2,0.52,0.98,0.0,,2001-02-01
8021,2001,3,1.04,0.14,0.0,,2001-03-01
8021,2001,4,0.9,-0.22,0.0,,2001-04-01
8021,2001,5,1.05,0.32,0.0,,2001-05-01
8021,2001,6,0.78,-0.85,0.0,,2001-06-01
8021,2001,7,0.82,0.11,0.0,,2001-07-01
8021,2001,8,0.99,0.49,0.0,,2001-08-01
8021,2001,9,-0.8,-1.78,0.0,,2001-09-01
8021,2001,10,-1.46,-1.27,0.6,,2001-10-01
8021,2001,11,-1.56,0.23,1.0,,2001-11-01
8021,2001,12,-1.96,-0.4,1.5,,2001-12-01
8021,2002,1,-2.45,-0.1,2.0,,2002-01-01
8021,2002,2,-3.16,-1.59,2.0,,2002-02-01
8021,2002,3,-3.83,-0.5,2.75,,2002-03-01
8021,2002,4,-4.81,-1.93,3.4,,2002-04-01
8021,2002,5,-5.63,-1.53,4.25,,2002-05-01
8021,2002,6,-6.68,-2.44,4.75,,2002-06-01
8021,2002,7,-7.34,-1.35,4.8,,2002-07-01
8021,2002,8,-7.9,-1.63,5.0,,2002-08-01
8021,2002,9,-6.53,1.37,5.0,,2002-09-01
8021,2002,10,-5.92,0.5,4.2,,2002-10-01
8021,2002,11,-5.75,0.11,4.0,,2002-11-01
8021,2002,12,-5.84,-0.17,4.0,,2002-12-01
8021,2003,1,-6.27,-1.53,4.0,,2003-01-01
8021,2003,2,-6.1,0.26,4.0,,2003-02-01
8021,2003,3,-5.77,0.09,4.0,,2003-03-01
8021,2003,4,-5.77,-0.66,4.0,,2003-04-01
8021,2003,5,-5.78,-1.04,4.0,,2003-05-01
8021,2003,6,-5.66,0.07,4.0,,2003-06-01
8021,2003,7,-5.83,-1.18,4.0,,2003-07-01
8021,2003,8,-5.54,-0.45,4.0,,2003-08-01
8021,2003,9,-4.61,0.89,4.0,,2003-09-01
8021,2003,10,-4.92,-1.15,4.0,,2003-10-01
8021,2003,11,-4.1,1.18,4.0,,2003-11-01
8021,2003,12,-3.9,-0.14,4.0,,2003-12-01
8021,2004,1,-3.52,0.72,4.0,,2004-01-01
8021,2004,2,-2.83,1.22,4.0,,2004-02-01
8021,2004,3,-3.33,-2.02,3.2,,2004-03-01
8021,2004,4,-1.88,1.45,2.75,,2004-04-01
8021,2004,5,-2.56,-1.65,2.0,,2004-05-01
8021,2004,6,-2.58,0.24,1.8,,2004-06-01
8021,2004,7,-2.33,0.34,1.0,,2004-07-01
8021,2004,8,-3.03,-1.24,2.0,,2004-08-01
8021,2004,9,0.19,0.44,2.0,,2004-09-01
8021,2004,10,0.43,0.81,2.0,9.29,2004-10-01
8021,2004,11,0.55,0.08,2.0,,2004-11-01
8021,2004,12,0.46,0.18,2.0,,2004-12-01
8021,2005,1,1.68,1.92,2.0,8.84,2005-01-01
8021,2005,2,2.14,0.84,2.0,,2005-02-01
8021,2005,3,2.06,0.43,2.0,,2005-03-01
8021,2005,4,1.91,0.22,2.0,,2005-04-01
8021,2005,5,-0.25,-0.12,0.8,,2005-05-01
8021,2005,6,-0.44,-0.16,0.25,,2005-06-01
8021,2005,7,-1.3,-2.2,1.0,,2005-07-01
8021,2005,8,-1.22,0.4,1.0,,2005-08-01
8021,2005,9,-1.01,-0.13,1.0,22.040000000000003,2005-09-01
8021,2005,10,-0.77,0.73,1.0,,2005-10-01
8021,2005,11,-1.31,-1.01,1.0,,2005-11-01
8021,2005,12,-1.85,-1.1,1.0,,2005-12-01
8021,2006,1,-2.23,-0.1,1.6,,2006-01-01
8021,2006,2,-2.99,-1.23,2.0,,2006-02-01
8021,2006,3,-2.74,0.46,2.0,,2006-03-01
8021,2006,4,-3.09,-0.7,2.0,,2006-04-01
8021,2006,5,-3.64,-1.45,2.0,,2006-05-01
8021,2006,6,-4.03,-0.93,3.0,,2006-06-01
8021,2006,7,0.94,1.63,3.0,,2006-07-01
8021,2006,8,1.58,1.44,2.0,,2006-08-01
8021,2006,9,1.94,1.39,2.0,,2006-09-01
8021,2006,10,2.66,1.22,2.0,,2006-10-01
8021,2006,11,2.32,-0.51,2.0,,2006-11-01
8021,2006,12,2.54,0.97,2.0,,2006-12-01
8021,2007,1,2.8,0.65,1.2,,2007-01-01
8021,2007,2,2.62,-0.47,1.0,,2007-02-01
8021,2007,3,2.17,-0.65,1.0,,2007-03-01
8021,2007,4,2.24,0.4,1.0,,2007-04-01
8021,2007,5,2.43,0.55,1.0,,2007-05-01
8021,2007,6,2.16,-0.48,1.0,,2007-06-01
8021,2007,7,2.64,0.78,1.0,,2007-07-01
8021,2007,8,2.4,-0.96,0.0,,2007-08-01
8021,2007,9,2.48,0.8,0.0,,2007-09-01
8021,2007,10,1.77,-0.98,0.0,,2007-10-01
8021,2007,11,1.09,-0.25,0.75,,2007-11-01
8021,2007,12,2.57,2.23,0.25,,2007-12-01
8021,2008,1,3.46,1.19,0.0,,2008-01-01
8021,2008,2,3.94,1.42,0.0,,2008-02-01
8021,2008,3,-0.14,-0.78,0.0,,2008-03-01
8021,2008,4,-0.6,-0.61,0.0,,2008-04-01
8021,2008,5,-0.74,0.12,0.0,,2008-05-01
8021,2008,6,-1.06,-0.66,0.5,,2008-06-01
8021,2008,7,-1.31,0.39,1.0,,2008-07-01
8021,2008,8,-0.99,0.39,1.5,,2008-08-01
8021,2008,9,-1.51,-0.75,1.0,,2008-09-01
8021,2008,10,-1.74,-0.31,1.0,,2008-10-01
8021,2008,11,-2.03,-0.23,1.0,,2008-11-01
8021,2008,12,0.85,1.59,1.0,,2008-12-01
8021,2009,1,-0.24,-0.46,1.0,,2009-01-01
8021,2009,2,-0.56,-0.89,1.0,,2009-02-01
8021,2009,3,-0.78,-0.39,1.0,,2009-03-01
8021,2009,4,0.52,0.98,0.5,,2009-04-01
8021,2009,5,0.51,-0.58,0.0,,2009-05-01
8021,2009,6,1.28,1.56,0.0,,2009-06-01
8021,2009,7,-0.45,-0.9,0.0,,2009-07-01
8021,2009,8,-1.25,-0.84,0.75,,2009-08-01
8021,2009,9,0.07,0.69,1.0,,2009-09-01
8021,2009,10,0.67,1.12,0.75,,2009-10-01
8021,2009,11,0.08,-0.8,0.0,,2009-11-01
8021,2009,12,0.1,0.43,0.0,,2009-12-01
8021,2010,1,0.32,1.3,0.0,,2010-01-01
8021,2010,2,0.36,-0.06,0.0,,2010-02-01
8021,2010,3,0.81,0.29,0.0,,2010-03-01
8021,2010,4,-0.09,-0.15,0.0,,2010-04-01
8021,2010,5,-0.67,-0.8,0.0,,2010-05-01
8021,2010,6,-1.16,-1.64,0.4,,2010-06-01
8021,2010,7,-1.08,0.67,1.0,,2010-07-01
8021,2010,8,-1.16,-0.42,1.0,,2010-08-01
8021,2010,9,-1.47,-0.59,1.0,,2010-09-01
8021,2010,10,-1.61,-0.44,1.0,,2010-10-01
8021,2010,11,-1.95,-0.48,1.0,,2010-11-01
8021,2010,12,-1.78,0.62,1.75,,2010-12-01
8021,2011,1,-2.37,-1.44,2.0,,2011-01-01
8021,2011,2,-2.34,0.48,2.0,0.0,2011-02-01
8021,2011,3,-2.98,-1.28,2.0,,2011-03-01
8021,2011,4,-2.91,0.0,2.5,,2011-04-01
8021,2011,5,-2.75,0.3,3.0,,2011-05-01
8021,2011,6,-3.3,-1.72,4.0,,2011-06-01
8021,2011,7,-3.73,-1.51,5.0,,2011-07-01
8021,2011,8,-4.07,-0.52,5.0,,2011-08-01
8021,2011,9,-3.88,0.34,4.25,,2011-09-01
